Iteration	Mu	Sigma	Accept
0	8.152594e-02	4.453980e-03	true
1	8.152594e-02	4.453980e-03	false
2	8.152594e-02	4.453980e-03	false
3	8.152594e-02	4.453980e-03	false
4	8.152594e-02	4.453980e-03	false
5	8.152594e-02	4.453980e-03	false
6	8.152594e-02	4.453980e-03	false
7	8.152594e-02	4.453980e-03	false
8	8.152594e-02	4.453980e-03	false
9	8.152594e-02	4.453980e-03	false
10	8.152594e-02	4.453980e-03	false
11	8.152594e-02	4.453980e-03	false
12	8.152594e-02	4.453980e-03	false
13	8.152594e-02	4.453980e-03	false
14	8.152594e-02	4.453980e-03	false
15	8.152594e-02	4.453980e-03	false
16	1.034569e-01	2.149470e-02	true
17	-4.594950e-03	3.053075e-02	true
18	-4.285745e-02	3.555334e-02	true
19	-4.667422e-01	3.315336e-02	true
20	-5.835452e-01	2.684334e-02	true
21	-8.234962e-01	4.126347e-02	true
22	-8.234962e-01	4.126347e-02	false
23	-8.234962e-01	4.126347e-02	false
24	-8.234962e-01	4.126347e-02	false
25	-9.666664e-01	5.473398e-02	true
26	-9.264246e-01	5.790151e-02	true
27	-9.711565e-01	5.434340e-02	true
28	-1.044761e+00	7.329118e-02	true
29	-8.611070e-01	7.702933e-02	true
30	-1.046778e+00	7.939434e-02	true
31	-1.036981e+00	7.630636e-02	true
32	-1.071318e+00	7.947394e-02	true
33	-1.032423e+00	8.318106e-02	true
34	-1.032423e+00	8.318106e-02	false
35	-1.151809e+00	6.513693e-02	true
36	-1.259909e+00	5.773747e-02	true
37	-1.259909e+00	5.773747e-02	false
38	-1.224300e+00	5.590770e-02	true
39	-1.348153e+00	4.544176e-02	true
40	-1.324313e+00	3.975550e-02	true
41	-1.324313e+00	3.975550e-02	false
42	-1.387371e+00	4.301006e-02	true
43	-1.335837e+00	5.319348e-02	true
44	-1.243741e+00	5.574499e-02	true
45	-1.243741e+00	5.574499e-02	false
46	-1.215217e+00	5.219188e-02	true
47	-1.359237e+00	5.788312e-02	true
48	-1.352515e+00	3.920189e-02	true
49	-1.563307e+00	5.018651e-02	true
50	-1.258255e+00	5.290735e-02	true
51	-1.439620e+00	6.006794e-02	true
52	-1.439620e+00	6.006794e-02	false
53	-1.439620e+00	6.006794e-02	false
54	-1.303944e+00	6.311309e-02	true
55	-1.303944e+00	6.311309e-02	false
56	-1.303370e+00	8.207854e-02	true
57	-1.515629e+00	8.638608e-02	true
58	-1.515629e+00	8.638608e-02	false
59	-1.515629e+00	8.638608e-02	false
60	-1.591532e+00	8.144855e-02	true
61	-1.305627e+00	8.338784e-02	true
62	-1.136617e+00	8.948427e-02	true
63	-1.122336e+00	7.965615e-02	true
64	-1.005391e+00	8.160324e-02	true
65	-1.287449e+00	8.242268e-02	true
66	-9.938901e-01	8.988873e-02	true
67	-1.028442e+00	8.174005e-02	true
68	-9.986071e-01	9.079740e-02	true
69	-8.597003e-01	9.378777e-02	true
70	-1.135968e+00	9.427265e-02	true
71	-1.135968e+00	9.427265e-02	false
72	-1.244215e+00	8.471222e-02	true
73	-1.244215e+00	8.471222e-02	false
74	-1.373398e+00	9.789003e-02	true
75	-1.373398e+00	9.789003e-02	false
76	-1.373398e+00	9.789003e-02	false
77	-1.235460e+00	9.783947e-02	true
78	-1.436963e+00	8.178237e-02	true
79	-1.257805e+00	7.869520e-02	true
80	-1.347295e+00	5.848762e-02	true
81	-1.481149e+00	5.622485e-02	true
82	-1.704154e+00	6.901198e-02	true
83	-1.707161e+00	5.992238e-02	true
84	-1.616516e+00	7.337847e-02	true
85	-1.640221e+00	7.275146e-02	true
86	-1.640221e+00	7.275146e-02	false
87	-1.640221e+00	7.275146e-02	false
88	-1.422562e+00	6.629657e-02	true
89	-1.335775e+00	6.995572e-02	true
90	-1.291784e+00	7.597308e-02	true
91	-1.405917e+00	6.886237e-02	true
92	-1.405917e+00	6.886237e-02	false
93	-1.483161e+00	6.626508e-02	true
94	-1.483161e+00	6.626508e-02	false
95	-1.488880e+00	4.744303e-02	true
96	-1.467749e+00	6.393582e-02	true
97	-1.617711e+00	7.082083e-02	true
98	-1.793683e+00	6.674734e-02	true
99	-1.793683e+00	6.674734e-02	false
100	-1.552882e+00	7.548467e-02	true
101	-1.230326e+00	6.466908e-02	true
102	-1.230326e+00	6.466908e-02	false
103	-1.230326e+00	6.466908e-02	false
104	-1.440158e+00	6.429355e-02	true
105	-1.440158e+00	6.429355e-02	false
106	-1.391114e+00	6.520583e-02	true
107	-1.086112e+00	6.054570e-02	true
108	-1.155489e+00	6.516155e-02	true
109	-1.085363e+00	5.964071e-02	true
110	-1.175391e+00	5.949163e-02	true
111	-1.097876e+00	5.934712e-02	true
112	-1.334899e+00	6.149967e-02	true
113	-1.334899e+00	6.149967e-02	false
114	-1.407872e+00	4.717266e-02	true
115	-1.335721e+00	6.258707e-02	true
116	-1.411755e+00	4.651316e-02	true
117	-1.047101e+00	3.985237e-02	true
118	-9.467339e-01	3.073747e-02	true
119	-8.106628e-01	3.710550e-02	true
120	-8.106628e-01	3.710550e-02	false
121	-9.069622e-01	4.022100e-02	true
122	-9.227699e-01	5.510777e-02	true
123	-1.172389e+00	7.229450e-02	true
124	-1.172389e+00	7.229450e-02	false
125	-1.172389e+00	7.229450e-02	false
126	-1.449872e+00	6.125816e-02	true
127	-1.387960e+00	6.363848e-02	true
128	-1.387960e+00	6.363848e-02	false
129	-1.426771e+00	5.822079e-02	true
130	-1.426771e+00	5.822079e-02	false
131	-1.426771e+00	5.822079e-02	false
132	-1.426771e+00	5.822079e-02	false
133	-1.426771e+00	5.822079e-02	false
134	-1.256555e+00	6.108464e-02	true
135	-1.220970e+00	5.968420e-02	true
136	-1.220970e+00	5.968420e-02	false
137	-1.007772e+00	4.609395e-02	true
138	-1.007772e+00	4.609395e-02	false
139	-9.609937e-01	5.805992e-02	true
140	-1.161087e+00	5.519979e-02	true
141	-1.401249e+00	5.236286e-02	true
142	-1.375768e+00	4.051857e-02	true
143	-1.386361e+00	4.609783e-02	true
144	-1.217631e+00	3.921956e-02	true
145	-1.217631e+00	3.921956e-02	false
146	-9.742671e-01	5.232899e-02	true
147	-9.742671e-01	5.232899e-02	false
148	-1.007934e+00	6.830687e-02	true
149	-9.569657e-01	5.759435e-02	true
150	-9.146932e-01	3.871491e-02	true
151	-1.059794e+00	3.737867e-02	true
152	-9.108697e-01	3.305766e-02	true
153	-7.110003e-01	2.499283e-02	true
154	-7.110003e-01	2.499283e-02	false
155	-8.228321e-01	4.840996e-02	true
156	-1.075518e+00	4.358389e-02	true
157	-1.075518e+00	4.358389e-02	false
158	-1.204727e+00	4.644884e-02	true
159	-1.139620e+00	5.099482e-02	true
160	-1.055336e+00	5.083152e-02	true
161	-1.498772e+00	4.926496e-02	true
162	-1.473898e+00	4.656434e-02	true
163	-1.216110e+00	8.534424e-03	true
164	-1.250678e+00	2.283600e-02	true
165	-1.303611e+00	8.045319e-03	true
166	-1.303611e+00	8.045319e-03	false
167	-1.355954e+00	4.791329e-03	true
168	-1.355954e+00	4.791329e-03	false
169	-1.524704e+00	1.534555e-02	true
170	-1.524704e+00	1.534555e-02	false
171	-1.346659e+00	2.457168e-02	true
172	-1.346659e+00	2.457168e-02	false
173	-1.346659e+00	2.457168e-02	false
174	-1.346659e+00	2.457168e-02	false
175	-1.346659e+00	2.457168e-02	false
176	-1.361028e+00	1.686840e-02	true
177	-1.390739e+00	2.889472e-02	true
178	-1.390739e+00	2.889472e-02	false
179	-1.233176e+00	3.804655e-02	true
180	-1.057689e+00	4.043635e-02	true
181	-1.298736e+00	3.667622e-02	true
182	-1.298736e+00	3.667622e-02	false
183	-1.261543e+00	3.673541e-02	true
184	-1.261543e+00	3.673541e-02	false
185	-1.261543e+00	3.673541e-02	false
186	-1.261543e+00	3.673541e-02	false
187	-1.131474e+00	1.165092e-02	true
188	-1.131474e+00	1.165092e-02	false
189	-1.081250e+00	1.233630e-02	true
190	-1.129767e+00	1.814592e-02	true
191	-1.262783e+00	5.522518e-03	true
192	-1.262783e+00	5.522518e-03	false
193	-1.234168e+00	7.569502e-03	true
194	-1.201539e+00	1.031828e-02	true
195	-1.357733e+00	4.665893e-03	true
196	-1.525452e+00	2.633387e-02	true
197	-1.420764e+00	2.871342e-02	true
198	-1.240565e+00	3.091103e-02	true
199	-1.433973e+00	2.522478e-02	true
200	-1.294346e+00	2.152702e-02	true
201	-1.294346e+00	2.152702e-02	false
202	-1.153073e+00	1.431030e-02	true
203	-1.153073e+00	1.431030e-02	false
204	-1.154384e+00	1.638108e-02	true
205	-1.201725e+00	4.191074e-03	true
206	-1.146152e+00	6.646892e-03	true
207	-1.146152e+00	6.646892e-03	false
208	-1.146152e+00	6.646892e-03	false
209	-1.346619e+00	9.565850e-03	true
210	-1.439189e+00	1.048100e-02	true
211	-1.519073e+00	2.573848e-02	true
212	-1.519073e+00	2.573848e-02	false
213	-1.701989e+00	2.530920e-02	true
214	-1.701989e+00	2.530920e-02	false
215	-1.585565e+00	2.955284e-02	true
216	-1.710899e+00	4.447144e-02	true
217	-1.710899e+00	4.447144e-02	false
218	-1.710899e+00	4.447144e-02	false
219	-1.710899e+00	4.447144e-02	false
220	-1.801293e+00	4.779185e-02	true
221	-1.911184e+00	3.489153e-02	true
222	-1.454750e+00	1.870750e-02	true
223	-1.197356e+00	1.643268e-02	true
224	-1.486660e+00	3.062422e-02	true
225	-1.401253e+00	2.039487e-02	true
226	-1.482904e+00	2.374269e-02	true
227	-1.466789e+00	3.375668e-02	true
228	-1.458268e+00	2.177205e-02	true
229	-1.458268e+00	2.177205e-02	false
230	-1.572198e+00	7.978458e-03	true
231	-1.521444e+00	7.591361e-03	true
232	-1.804745e+00	3.395484e-04	true
233	-1.804745e+00	3.395484e-04	false
234	-1.804745e+00	3.395484e-04	false
235	-1.893106e+00	1.539399e-02	true
236	-1.893106e+00	1.539399e-02	false
237	-1.844078e+00	1.683931e-02	true
238	-1.844078e+00	1.683931e-02	false
239	-1.844078e+00	1.683931e-02	false
240	-1.844078e+00	1.683931e-02	false
241	-1.972113e+00	3.988234e-02	true
242	-1.548025e+00	4.654364e-02	true
243	-1.548025e+00	4.654364e-02	false
244	-1.548025e+00	4.654364e-02	false
245	-1.483702e+00	5.682003e-02	true
246	-1.530580e+00	4.754430e-02	true
247	-1.671402e+00	6.252448e-02	true
248	-1.381606e+00	7.462539e-02	true
249	-1.333341e+00	6.986164e-02	true
250	-1.459203e+00	7.476668e-02	true
251	-1.504136e+00	6.179929e-02	true
252	-1.650543e+00	6.769444e-02	true
253	-1.650543e+00	6.769444e-02	false
254	-1.674297e+00	9.066696e-02	true
255	-1.674297e+00	9.066696e-02	false
256	-1.887132e+00	6.628093e-02	true
257	-1.818081e+00	7.761408e-02	true
258	-1.877058e+00	9.397243e-02	true
259	-1.582239e+00	9.157998e-02	true
260	-1.683718e+00	8.726787e-02	true
261	-1.683718e+00	8.726787e-02	false
262	-1.724914e+00	1.012422e-01	true
263	-1.724914e+00	1.012422e-01	false
264	-1.724914e+00	1.012422e-01	false
265	-1.460661e+00	1.075213e-01	true
266	-1.223884e+00	1.031843e-01	true
267	-1.166466e+00	1.135113e-01	true
268	-1.318749e+00	1.069677e-01	true
269	-1.196779e+00	7.934797e-02	true
270	-1.347690e+00	7.580374e-02	true
271	-1.347690e+00	7.580374e-02	false
272	-1.347690e+00	7.580374e-02	false
273	-1.572016e+00	9.023432e-02	true
274	-1.572016e+00	9.023432e-02	false
275	-1.484029e+00	9.753296e-02	true
276	-1.431018e+00	1.035864e-01	true
277	-1.415928e+00	8.456758e-02	true
278	-1.218604e+00	6.906074e-02	true
279	-1.184131e+00	7.326748e-02	true
280	-1.095625e+00	9.018082e-02	true
281	-1.164507e+00	9.332050e-02	true
282	-1.108979e+00	1.034808e-01	true
283	-1.221492e+00	1.037036e-01	true
284	-1.438939e+00	1.017900e-01	true
285	-1.176407e+00	1.159419e-01	true
286	-1.412731e+00	1.054859e-01	true
287	-1.234811e+00	1.066039e-01	true
288	-1.234811e+00	1.066039e-01	false
289	-1.408774e+00	9.332250e-02	true
290	-1.374128e+00	9.253011e-02	true
291	-1.371154e+00	1.008045e-01	true
292	-1.371154e+00	1.008045e-01	false
293	-1.371154e+00	1.008045e-01	false
294	-1.371154e+00	1.008045e-01	false
295	-1.210351e+00	1.101806e-01	true
296	-1.110293e+00	1.156441e-01	true
297	-1.073717e+00	1.140807e-01	true
298	-9.694052e-01	1.221477e-01	true
299	-1.014992e+00	1.216828e-01	true
300	-1.014992e+00	1.216828e-01	false
301	-9.394015e-01	1.209821e-01	true
302	-1.008449e+00	1.114917e-01	true
303	-1.008449e+00	1.114917e-01	false
304	-1.422659e+00	1.005796e-01	true
305	-1.414175e+00	9.463452e-02	true
306	-1.414175e+00	9.463452e-02	false
307	-1.250422e+00	7.985172e-02	true
308	-1.430523e+00	6.916494e-02	true
309	-1.314047e+00	4.855475e-02	true
310	-1.233760e+00	4.752924e-02	true
311	-1.092272e+00	4.039253e-02	true
312	-1.265927e+00	4.292432e-02	true
313	-1.197320e+00	4.096512e-02	true
314	-1.197320e+00	4.096512e-02	false
315	-1.251692e+00	3.499489e-02	true
316	-1.251692e+00	3.499489e-02	false
317	-1.050187e+00	4.101434e-02	true
318	-1.276878e+00	3.432734e-02	true
319	-1.276878e+00	3.432734e-02	false
320	-1.266300e+00	3.040862e-02	true
321	-1.552339e+00	4.930731e-02	true
322	-1.695734e+00	5.069113e-02	true
323	-1.741639e+00	5.257073e-02	true
324	-1.437220e+00	4.984894e-02	true
325	-1.463972e+00	4.558374e-02	true
326	-1.459116e+00	4.711536e-02	true
327	-1.459116e+00	4.711536e-02	false
328	-1.546936e+00	4.707722e-02	true
329	-1.399763e+00	4.248975e-02	true
330	-1.387647e+00	5.280985e-02	true
331	-1.323978e+00	4.392088e-02	true
332	-1.277857e+00	4.165857e-02	true
333	-1.110453e+00	7.013268e-02	true
334	-1.365411e+00	7.091512e-02	true
335	-1.198026e+00	8.043436e-02	true
336	-1.359920e+00	7.651721e-02	true
337	-1.194880e+00	8.125831e-02	true
338	-1.401881e+00	6.700406e-02	true
339	-1.524373e+00	6.594514e-02	true
340	-1.772619e+00	6.759733e-02	true
341	-1.694130e+00	6.187295e-02	true
342	-1.694130e+00	6.187295e-02	false
343	-1.739908e+00	6.445007e-02	true
344	-1.710332e+00	6.105089e-02	true
345	-1.710332e+00	6.105089e-02	false
346	-1.710332e+00	6.105089e-02	false
347	-1.468399e+00	5.598445e-02	true
348	-1.460190e+00	6.414673e-02	true
349	-1.306134e+00	6.843183e-02	true
350	-1.306134e+00	6.843183e-02	false
351	-1.306134e+00	6.843183e-02	false
352	-1.491154e+00	6.936399e-02	true
353	-9.923715e-01	8.026869e-02	true
354	-1.251765e+00	8.118977e-02	true
355	-1.221129e+00	7.005893e-02	true
356	-1.439522e+00	7.197804e-02	true
357	-1.400154e+00	7.963671e-02	true
358	-1.480296e+00	6.625230e-02	true
359	-1.097552e+00	6.903211e-02	true
360	-9.170163e-01	6.418580e-02	true
361	-1.025026e+00	7.311193e-02	true
362	-8.788501e-01	6.700215e-02	true
363	-1.123314e+00	6.786877e-02	true
364	-1.190615e+00	7.000606e-02	true
365	-1.277052e+00	7.636688e-02	true
366	-1.277052e+00	7.636688e-02	false
367	-1.266318e+00	7.961345e-02	true
368	-1.392719e+00	7.031677e-02	true
369	-1.347428e+00	6.399156e-02	true
370	-1.500072e+00	6.087192e-02	true
371	-1.573811e+00	6.245552e-02	true
372	-1.573811e+00	6.245552e-02	false
373	-1.573811e+00	6.245552e-02	false
374	-1.541238e+00	5.025264e-02	true
375	-1.607012e+00	4.638167e-02	true
376	-1.635179e+00	4.839002e-02	true
377	-1.559756e+00	4.794229e-02	true
378	-1.237385e+00	3.432892e-02	true
379	-1.045138e+00	4.000415e-02	true
380	-1.045138e+00	4.000415e-02	false
381	-1.045138e+00	4.000415e-02	false
382	-1.007488e+00	4.128875e-02	true
383	-1.143429e+00	5.353474e-02	true
384	-1.066928e+00	5.407883e-02	true
385	-1.006129e+00	4.950578e-02	true
386	-1.210119e+00	3.978536e-02	true
387	-1.210119e+00	3.978536e-02	false
388	-1.042192e+00	2.720912e-02	true
389	-1.103344e+00	1.373496e-02	true
390	-1.103344e+00	1.373496e-02	false
391	-1.103344e+00	1.373496e-02	false
392	-1.100014e+00	1.046941e-02	true
393	-1.031428e+00	1.526257e-02	true
394	-1.177012e+00	1.290120e-02	true
395	-1.416661e+00	7.557589e-03	true
396	-1.416661e+00	7.557589e-03	false
397	-1.419720e+00	1.473229e-02	true
398	-1.322304e+00	2.700121e-02	true
399	-1.190436e+00	3.064128e-02	true
400	-1.344004e+00	2.460197e-02	true
401	-1.537281e+00	1.477622e-02	true
402	-1.399315e+00	1.282190e-02	true
403	-1.425476e+00	2.606070e-02	true
404	-1.304114e+00	1.389349e-02	true
405	-1.221541e+00	1.694503e-02	true
406	-1.221541e+00	1.694503e-02	false
407	-1.450994e+00	1.643312e-02	true
408	-1.464630e+00	1.799247e-02	true
409	-1.433144e+00	1.412983e-02	true
410	-1.207223e+00	1.347585e-02	true
411	-1.207223e+00	1.347585e-02	false
412	-1.265031e+00	2.311655e-02	true
413	-1.255628e+00	2.533016e-02	true
414	-1.470905e+00	2.428690e-02	true
415	-1.470905e+00	2.428690e-02	false
416	-1.476454e+00	1.811629e-02	true
417	-1.625013e+00	1.807071e-02	true
418	-1.625013e+00	1.807071e-02	false
419	-1.625013e+00	1.807071e-02	false
420	-1.714460e+00	7.014467e-03	true
421	-1.363034e+00	1.170838e-02	true
422	-1.265976e+00	9.079392e-03	true
423	-1.265976e+00	9.079392e-03	false
424	-1.265976e+00	9.079392e-03	false
425	-1.373519e+00	1.203309e-03	true
426	-1.658695e+00	1.893877e-02	true
427	-1.576042e+00	3.844145e-02	true
428	-1.576042e+00	3.844145e-02	false
429	-1.528871e+00	3.061631e-02	true
430	-1.528871e+00	3.061631e-02	false
431	-1.513651e+00	2.295053e-02	true
432	-1.234909e+00	3.171062e-02	true
433	-1.234909e+00	3.171062e-02	false
434	-1.234909e+00	3.171062e-02	false
435	-1.186417e+00	4.046798e-02	true
436	-1.227512e+00	3.788253e-02	true
437	-1.112667e+00	4.416686e-02	true
438	-1.238810e+00	4.249485e-02	true
439	-1.238810e+00	4.249485e-02	false
440	-1.484023e+00	4.888734e-02	true
441	-1.675537e+00	3.110782e-02	true
442	-1.329550e+00	2.951136e-02	true
443	-1.122021e+00	4.532812e-02	true
444	-8.096016e-01	3.919341e-02	true
445	-8.096016e-01	3.919341e-02	false
446	-9.949470e-01	3.584410e-02	true
447	-1.117254e+00	4.298980e-02	true
448	-1.415498e+00	4.897388e-02	true
449	-1.398130e+00	3.892094e-02	true
450	-1.532651e+00	4.786203e-02	true
451	-1.420236e+00	4.273278e-02	true
452	-1.550329e+00	6.307609e-02	true
453	-1.780642e+00	7.733203e-02	true
454	-1.780642e+00	7.733203e-02	false
455	-1.948853e+00	8.001672e-02	true
456	-1.669517e+00	8.609368e-02	true
457	-1.863127e+00	6.586842e-02	true
458	-1.863127e+00	6.586842e-02	false
459	-1.905417e+00	7.935912e-02	true
460	-1.965016e+00	9.078681e-02	true
461	-2.007705e+00	9.303527e-02	true
462	-2.005000e+00	9.025879e-02	true
463	-1.877707e+00	1.071388e-01	true
464	-1.927542e+00	1.023688e-01	true
465	-1.927542e+00	1.023688e-01	false
466	-1.944095e+00	1.142994e-01	true
467	-1.808010e+00	1.104640e-01	true
468	-1.915843e+00	1.017406e-01	true
469	-1.994442e+00	8.291193e-02	true
470	-1.881370e+00	9.146531e-02	true
471	-1.724514e+00	1.020331e-01	true
472	-1.451588e+00	9.709600e-02	true
473	-1.269316e+00	8.157198e-02	true
474	-1.375167e+00	7.222165e-02	true
475	-1.343846e+00	7.583315e-02	true
476	-1.343846e+00	7.583315e-02	false
477	-1.308946e+00	7.919976e-02	true
478	-1.701567e+00	8.659205e-02	true
479	-1.356020e+00	8.179324e-02	true
480	-1.098754e+00	6.385715e-02	true
481	-1.006724e+00	8.736542e-02	true
482	-1.006724e+00	8.736542e-02	false
483	-9.952593e-01	9.824410e-02	true
484	-9.952593e-01	9.824410e-02	false
485	-9.952593e-01	9.824410e-02	false
486	-1.441300e+00	1.036637e-01	true
487	-1.403677e+00	1.098581e-01	true
488	-1.586752e+00	1.238769e-01	true
489	-1.499120e+00	1.145430e-01	true
490	-1.697709e+00	1.259902e-01	true
491	-1.632777e+00	1.161637e-01	true
492	-1.555618e+00	1.251969e-01	true
493	-1.676747e+00	1.219557e-01	true
494	-1.676747e+00	1.219557e-01	false
495	-1.676747e+00	1.219557e-01	false
496	-1.341441e+00	1.287152e-01	true
497	-1.348958e+00	1.308108e-01	true
498	-1.348958e+00	1.308108e-01	false
499	-1.528338e+00	1.353105e-01	true
500	-1.528338e+00	1.353105e-01	false
501	-1.564371e+00	1.446549e-01	true
502	-1.564371e+00	1.446549e-01	false
503	-1.672917e+00	1.461676e-01	true
504	-1.695104e+00	1.447851e-01	true
505	-1.695104e+00	1.447851e-01	false
506	-1.715906e+00	1.409042e-01	true
507	-1.698312e+00	1.444874e-01	true
508	-1.534075e+00	1.286414e-01	true
509	-1.308641e+00	1.384049e-01	true
510	-1.583874e+00	1.408009e-01	true
511	-1.583874e+00	1.408009e-01	false
512	-1.828429e+00	1.250481e-01	true
513	-1.828429e+00	1.250481e-01	false
514	-1.828429e+00	1.250481e-01	false
515	-1.828429e+00	1.250481e-01	false
516	-1.828429e+00	1.250481e-01	false
517	-1.828429e+00	1.250481e-01	false
518	-1.633540e+00	1.080173e-01	true
519	-1.531300e+00	1.023342e-01	true
520	-1.531300e+00	1.023342e-01	false
521	-1.531300e+00	1.023342e-01	false
522	-1.492505e+00	1.025188e-01	true
523	-1.246004e+00	9.364664e-02	true
524	-1.261948e+00	9.559007e-02	true
525	-1.388162e+00	1.037238e-01	true
526	-1.388162e+00	1.037238e-01	false
527	-1.536631e+00	1.114865e-01	true
528	-1.245872e+00	1.134521e-01	true
529	-1.245872e+00	1.134521e-01	false
530	-1.637513e+00	1.225607e-01	true
531	-1.637513e+00	1.225607e-01	false
532	-1.538844e+00	1.192711e-01	true
533	-1.538844e+00	1.192711e-01	false
534	-1.411954e+00	1.178041e-01	true
535	-1.189209e+00	1.224917e-01	true
536	-1.117932e+00	1.326756e-01	true
537	-1.066424e+00	1.279992e-01	true
538	-9.265107e-01	1.198128e-01	true
539	-8.617189e-01	1.104466e-01	true
540	-8.617189e-01	1.104466e-01	false
541	-6.162768e-01	1.081437e-01	true
542	-6.162768e-01	1.081437e-01	false
543	-6.411992e-01	1.047048e-01	true
544	-6.411992e-01	1.047048e-01	false
545	-7.162950e-01	9.193920e-02	true
546	-8.504099e-01	8.767071e-02	true
547	-8.504099e-01	8.767071e-02	false
548	-1.109627e+00	8.570790e-02	true
549	-1.133153e+00	8.017221e-02	true
550	-1.330945e+00	8.802928e-02	true
551	-1.330945e+00	8.802928e-02	false
552	-1.330945e+00	8.802928e-02	false
553	-1.330945e+00	8.802928e-02	false
554	-1.330945e+00	8.802928e-02	false
555	-1.332584e+00	9.092977e-02	true
556	-1.332584e+00	9.092977e-02	false
557	-1.314292e+00	9.746071e-02	true
558	-1.314292e+00	9.746071e-02	false
559	-1.462655e+00	9.018885e-02	true
560	-1.712576e+00	8.491184e-02	true
561	-1.636788e+00	1.233294e-01	true
562	-1.382384e+00	1.271502e-01	true
563	-1.382384e+00	1.271502e-01	false
564	-1.368556e+00	1.174319e-01	true
565	-1.411268e+00	1.120422e-01	true
566	-1.351004e+00	1.122257e-01	true
567	-1.351004e+00	1.122257e-01	false
568	-1.344624e+00	1.041826e-01	true
569	-1.344624e+00	1.041826e-01	false
570	-1.427672e+00	1.042976e-01	true
571	-1.343831e+00	1.091218e-01	true
572	-1.225695e+00	1.129430e-01	true
573	-1.225695e+00	1.129430e-01	false
574	-1.310141e+00	1.267229e-01	true
575	-1.310141e+00	1.267229e-01	false
576	-1.310141e+00	1.267229e-01	false
577	-1.310141e+00	1.267229e-01	false
578	-1.310141e+00	1.267229e-01	false
579	-1.271058e+00	1.147258e-01	true
580	-1.175828e+00	1.186380e-01	true
581	-1.070950e+00	1.228649e-01	true
582	-1.105881e+00	1.268590e-01	true
583	-1.324557e+00	1.148846e-01	true
584	-1.038995e+00	1.254328e-01	true
585	-1.178224e+00	1.324522e-01	true
586	-1.178224e+00	1.324522e-01	false
587	-1.169941e+00	1.464128e-01	true
588	-1.169941e+00	1.464128e-01	false
589	-1.292905e+00	1.363475e-01	true
590	-1.292905e+00	1.363475e-01	false
591	-9.144785e-01	1.262085e-01	true
592	-9.144785e-01	1.262085e-01	false
593	-9.144785e-01	1.262085e-01	false
594	-8.955721e-01	1.244730e-01	true
595	-9.536656e-01	1.397009e-01	true
596	-1.226492e+00	1.285091e-01	true
597	-1.265206e+00	1.375529e-01	true
598	-1.221122e+00	1.378084e-01	true
599	-1.530955e+00	1.290669e-01	true
600	-1.360751e+00	1.251359e-01	true
601	-1.163708e+00	1.369443e-01	true
602	-1.389891e+00	1.302364e-01	true
603	-1.166410e+00	1.215442e-01	true
604	-1.074323e+00	1.369515e-01	true
605	-1.074323e+00	1.369515e-01	false
606	-1.308985e+00	1.500108e-01	true
607	-1.308985e+00	1.500108e-01	false
608	-1.122358e+00	1.451228e-01	true
609	-1.122358e+00	1.451228e-01	false
610	-1.072814e+00	1.581448e-01	true
611	-9.626486e-01	1.653968e-01	true
612	-9.559763e-01	1.758873e-01	true
613	-8.969771e-01	1.678900e-01	true
614	-1.239192e+00	1.676113e-01	true
615	-1.235964e+00	1.546739e-01	true
616	-1.543446e+00	1.495986e-01	true
617	-1.410923e+00	1.548704e-01	true
618	-1.480048e+00	1.734755e-01	true
619	-1.262306e+00	1.769603e-01	true
620	-1.364415e+00	1.900141e-01	true
621	-1.364415e+00	1.900141e-01	false
622	-1.388113e+00	1.822187e-01	true
623	-1.504416e+00	1.939527e-01	true
624	-1.348683e+00	1.964543e-01	true
625	-1.745366e+00	1.827030e-01	true
626	-1.432684e+00	1.955925e-01	true
627	-1.140810e+00	1.958182e-01	true
628	-1.140810e+00	1.958182e-01	false
629	-1.021245e+00	2.063951e-01	true
630	-1.036053e+00	1.979453e-01	true
631	-1.096322e+00	2.047155e-01	true
632	-1.096322e+00	2.047155e-01	false
633	-1.175351e+00	2.007569e-01	true
634	-1.423231e+00	1.961819e-01	true
635	-1.423231e+00	1.961819e-01	false
636	-1.384599e+00	1.992004e-01	true
637	-1.384599e+00	1.992004e-01	false
638	-1.384599e+00	1.992004e-01	false
639	-1.451917e+00	2.005548e-01	true
640	-1.604675e+00	2.060975e-01	true
641	-1.225233e+00	2.079085e-01	true
642	-1.105367e+00	2.110958e-01	true
643	-1.105367e+00	2.110958e-01	false
644	-1.105367e+00	2.110958e-01	false
645	-1.311534e+00	2.132595e-01	true
646	-1.586902e+00	2.158124e-01	true
647	-1.586902e+00	2.158124e-01	false
648	-1.586902e+00	2.158124e-01	false
649	-1.586902e+00	2.158124e-01	false
650	-1.586902e+00	2.158124e-01	false
651	-1.586902e+00	2.158124e-01	false
652	-1.586902e+00	2.158124e-01	false
653	-1.586902e+00	2.158124e-01	false
654	-1.525331e+00	2.119638e-01	true
655	-1.369494e+00	1.991241e-01	true
656	-1.290178e+00	1.917191e-01	true
657	-1.393963e+00	1.918604e-01	true
658	-1.393963e+00	1.918604e-01	false
659	-1.393963e+00	1.918604e-01	false
660	-1.084121e+00	2.003592e-01	true
661	-1.148977e+00	2.054103e-01	true
662	-8.976255e-01	2.030604e-01	true
663	-7.991305e-01	2.032116e-01	true
664	-8.426234e-01	2.067454e-01	true
665	-8.426234e-01	2.067454e-01	false
